concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverse_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Hemoglobin  S|Blood|Chemistry,2000051737,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51647,1970-01-01,2099-12-31,,3005081,Maps to,Mapped from,1970-01-01,2099-12-31,
Hepatitis B Viral Load|Blood|Chemistry,2000051738,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51648,1970-01-01,2099-12-31,,3048505,Maps to,Mapped from,1970-01-01,2099-12-31,
Hepatitis B Virus E Antibody|Blood|Chemistry,2000051739,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51649,1970-01-01,2099-12-31,,3023202,Maps to,Mapped from,1970-01-01,2099-12-31,
Hepatitis B Virus E Antigen|Blood|Chemistry,2000051740,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51650,1970-01-01,2099-12-31,,3011516,Maps to,Mapped from,1970-01-01,2099-12-31,
Hepatitis C Viral Load|Blood|Chemistry,2000051741,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51651,1970-01-01,2099-12-31,,3034868,Maps to,Mapped from,1970-01-01,2099-12-31,
High-Sensitivity CRP|Blood|Chemistry,2000051742,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51652,1970-01-01,2099-12-31,,3010156,Maps to,Mapped from,1970-01-01,2099-12-31,
HIV 1 Ab Confirmation|Blood|Chemistry,2000051743,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51653,1970-01-01,2099-12-31,,3017675,Maps to,Mapped from,1970-01-01,2099-12-31,
HIV 1 Viral Load|Blood|Chemistry,2000051744,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51654,1970-01-01,2099-12-31,,3026532,Maps to,Mapped from,1970-01-01,2099-12-31,
HIV 2 Ab Confirmation|Blood|Chemistry,2000051745,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51655,1970-01-01,2099-12-31,,3024449,Maps to,Mapped from,1970-01-01,2099-12-31,
Hlap|Blood|Chemistry,2000051746,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51656,1970-01-01,2099-12-31,,3011081,Maps to,Mapped from,1970-01-01,2099-12-31,
H. pylori IgG Ab|Blood|Chemistry,2000051747,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51666,1970-01-01,2099-12-31,,3023871,Maps to,Mapped from,1970-01-01,2099-12-31,
H. pylori IgG Ab Value|Blood|Chemistry,2000051748,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51667,1970-01-01,2099-12-31,,3027491,Maps to,Mapped from,1970-01-01,2099-12-31,
Hsap|Blood|Chemistry,2000051749,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51668,1970-01-01,2099-12-31,,3016506,Maps to,Mapped from,1970-01-01,2099-12-31,
Htlv Ab|Blood|Chemistry,2000051750,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51669,1970-01-01,2099-12-31,,3014389,Maps to,Mapped from,1970-01-01,2099-12-31,
Icd9|Blood|Chemistry,2000051751,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51670,1970-01-01,2099-12-31,,3038810,Maps to,Mapped from,1970-01-01,2099-12-31,
Immune Complexes|Blood|Chemistry,2000051752,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51672,1970-01-01,2099-12-31,,3017905,Maps to,Mapped from,1970-01-01,2099-12-31,
Immunoelectrophoresis|Blood|Chemistry,2000051753,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51673,1970-01-01,2099-12-31,,3000265,Maps to,Mapped from,1970-01-01,2099-12-31,
Immunoglobulin E|Blood|Chemistry,2000051754,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51674,1970-01-01,2099-12-31,,3016604,Maps to,Mapped from,1970-01-01,2099-12-31,
INR(PT)|Blood|Chemistry,2000051755,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51675,1970-01-01,2099-12-31,,3022217,Maps to,Mapped from,1970-01-01,2099-12-31,
Insulin|Blood|Chemistry,2000051756,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51676,1970-01-01,2099-12-31,,3016244,Maps to,Mapped from,1970-01-01,2099-12-31,
K (GREEN)|Blood|Chemistry,2000051757,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51677,1970-01-01,2099-12-31,,3023103,Maps to,Mapped from,1970-01-01,2099-12-31,
Lap|Blood|Chemistry,2000051758,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51679,1970-01-01,2099-12-31,,3004218,Maps to,Mapped from,1970-01-01,2099-12-31,
"LD, Isoenzyme 1|Blood|Chemistry",2000051759,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51680,1970-01-01,2099-12-31,,3006898,Maps to,Mapped from,1970-01-01,2099-12-31,
"LD, Isoenzyme 2|Blood|Chemistry",2000051760,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51681,1970-01-01,2099-12-31,,3023919,Maps to,Mapped from,1970-01-01,2099-12-31,
"LD, Isoenzyme 3|Blood|Chemistry",2000051761,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51682,1970-01-01,2099-12-31,,3007858,Maps to,Mapped from,1970-01-01,2099-12-31,
"LD, Isoenzyme 4|Blood|Chemistry",2000051762,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51683,1970-01-01,2099-12-31,,3024830,Maps to,Mapped from,1970-01-01,2099-12-31,
"LD, Isoenzyme 5|Blood|Chemistry",2000051763,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51684,1970-01-01,2099-12-31,,3012481,Maps to,Mapped from,1970-01-01,2099-12-31,
Lidocaine|Blood|Chemistry,2000051764,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51685,1970-01-01,2099-12-31,,3004944,Maps to,Mapped from,1970-01-01,2099-12-31,
Lipo Electrophoresis|Blood|Chemistry,2000051765,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51687,1970-01-01,2099-12-31,,3008183,Maps to,Mapped from,1970-01-01,2099-12-31,
Lyme C6 Ab|Blood|Chemistry,2000051766,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51688,1970-01-01,2099-12-31,,3033987,Maps to,Mapped from,1970-01-01,2099-12-31,
Lyme G and M Value|Blood|Chemistry,2000051767,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51689,1970-01-01,2099-12-31,,3044883,Maps to,Mapped from,1970-01-01,2099-12-31,
Lymphocytes|Blood|Chemistry,2000051768,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51690,1970-01-01,2099-12-31,,3037511,Maps to,Mapped from,1970-01-01,2099-12-31,
MCV|Blood|Chemistry,2000051769,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51691,1970-01-01,2099-12-31,,3023599,Maps to,Mapped from,1970-01-01,2099-12-31,
"Monospot, Rapid Antigen|Blood|Chemistry",2000051770,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51692,1970-01-01,2099-12-31,,3033533,Maps to,Mapped from,1970-01-01,2099-12-31,
Mumps IgG Ab|Blood|Chemistry,2000051771,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51693,1970-01-01,2099-12-31,,3028498,Maps to,Mapped from,1970-01-01,2099-12-31,
Mumps IgG Ab Value|Blood|Chemistry,2000051772,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51694,1970-01-01,2099-12-31,,3018867,Maps to,Mapped from,1970-01-01,2099-12-31,
Myoglobin|Blood|Chemistry,2000051773,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51695,1970-01-01,2099-12-31,,3005895,Maps to,Mapped from,1970-01-01,2099-12-31,
Neural Tube Defect Risk|Blood|Chemistry,2000051774,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51696,1970-01-01,2099-12-31,,3048541,Maps to,Mapped from,1970-01-01,2099-12-31,
Neutrophils|Blood|Chemistry,2000051775,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51697,1970-01-01,2099-12-31,,3013650,Maps to,Mapped from,1970-01-01,2099-12-31,
"Osmolality, Calculated|Blood|Chemistry",2000051776,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51701,1970-01-01,2099-12-31,,3034739,Maps to,Mapped from,1970-01-01,2099-12-31,
Platelet Count|Blood|Chemistry,2000051777,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51704,1970-01-01,2099-12-31,,3024929,Maps to,Mapped from,1970-01-01,2099-12-31,
Primidone|Blood|Chemistry,2000051778,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51705,1970-01-01,2099-12-31,,3002248,Maps to,Mapped from,1970-01-01,2099-12-31,
Progesterone|Blood|Chemistry,2000051779,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51707,1970-01-01,2099-12-31,,3027144,Maps to,Mapped from,1970-01-01,2099-12-31,
Qnthbsab|Blood|Chemistry,2000051780,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51708,1970-01-01,2099-12-31,,3023421,Maps to,Mapped from,1970-01-01,2099-12-31,
Quantitative RPR Test|Blood|Chemistry,2000051781,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51709,1970-01-01,2099-12-31,,3026501,Maps to,Mapped from,1970-01-01,2099-12-31,
Rapid Plasma Reagin Test|Blood|Chemistry,2000051782,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51710,1970-01-01,2099-12-31,,3021461,Maps to,Mapped from,1970-01-01,2099-12-31,
Red Blood Cells|Blood|Chemistry,2000051783,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51711,1970-01-01,2099-12-31,,3020416,Maps to,Mapped from,1970-01-01,2099-12-31,
Reflex Confirmatory Hepatitis C Viral Load|Blood|Chemistry,2000051784,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51713,1970-01-01,2099-12-31,,3018447,Maps to,Mapped from,1970-01-01,2099-12-31,
Reflex HIV Confirmation|Blood|Chemistry,2000051785,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51714,1970-01-01,2099-12-31,,40760007,Maps to,Mapped from,1970-01-01,2099-12-31,
Renin|Blood|Chemistry,2000051786,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51715,1970-01-01,2099-12-31,,3007808,Maps to,Mapped from,1970-01-01,2099-12-31,
Renin|Blood|Chemistry,2000051787,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51716,1970-01-01,2099-12-31,,3007808,Maps to,Mapped from,1970-01-01,2099-12-31,
Reverse T3|Blood|Chemistry,2000051788,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51721,1970-01-01,2099-12-31,,3027514,Maps to,Mapped from,1970-01-01,2099-12-31,
RFXLDLM|Blood|Chemistry,2000051789,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51722,1970-01-01,2099-12-31,,3028437,Maps to,Mapped from,1970-01-01,2099-12-31,
Rubella|Blood|Chemistry,2000051790,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51723,1970-01-01,2099-12-31,,3010937,Maps to,Mapped from,1970-01-01,2099-12-31,
Rubella IgG Ab|Blood|Chemistry,2000051791,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51724,1970-01-01,2099-12-31,,3013750,Maps to,Mapped from,1970-01-01,2099-12-31,
Rubeola IgG Ab|Blood|Chemistry,2000051792,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51725,1970-01-01,2099-12-31,,3013339,Maps to,Mapped from,1970-01-01,2099-12-31,
Rubeola IgG Ab Value|Blood|Chemistry,2000051793,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51726,1970-01-01,2099-12-31,,3006573,Maps to,Mapped from,1970-01-01,2099-12-31,
Serum B12|Blood|Chemistry,2000051794,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51728,1970-01-01,2099-12-31,,3000593,Maps to,Mapped from,1970-01-01,2099-12-31,
Serum B12|Blood|Chemistry,2000051795,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51729,1970-01-01,2099-12-31,,3000593,Maps to,Mapped from,1970-01-01,2099-12-31,
Serum Folate|Blood|Chemistry,2000051796,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51730,1970-01-01,2099-12-31,,3036987,Maps to,Mapped from,1970-01-01,2099-12-31,
Single Stranded DNA|Blood|Chemistry,2000051797,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51731,1970-01-01,2099-12-31,,3003717,Maps to,Mapped from,1970-01-01,2099-12-31,
Thyroid Binding Globulin|Blood|Chemistry,2000051798,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51738,1970-01-01,2099-12-31,,3020924,Maps to,Mapped from,1970-01-01,2099-12-31,
Total CO2|Blood|Chemistry,2000051799,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51739,1970-01-01,2099-12-31,,3015632,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxic Screen|Blood|Chemistry,2000051800,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51740,1970-01-01,2099-12-31,,3017324,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxoplasma IgG Ab|Blood|Chemistry,2000051801,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51741,1970-01-01,2099-12-31,,3024995,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxoplasma IgG Ab Value|Blood|Chemistry,2000051802,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51742,1970-01-01,2099-12-31,,3006957,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxoplasma IgM Ab|Blood|Chemistry,2000051803,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51743,1970-01-01,2099-12-31,,3038943,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxoplasma IgM Ab Value|Blood|Chemistry,2000051804,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51744,1970-01-01,2099-12-31,,3017382,Maps to,Mapped from,1970-01-01,2099-12-31,
Toxoplasma Interpretation|Blood|Chemistry,2000051805,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51745,1970-01-01,2099-12-31,,3005475,Maps to,Mapped from,1970-01-01,2099-12-31,
Transferrin Saturation|Blood|Chemistry,2000051806,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51746,1970-01-01,2099-12-31,,3000185,Maps to,Mapped from,1970-01-01,2099-12-31,
Treponemal Antibody Test|Blood|Chemistry,2000051807,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51747,1970-01-01,2099-12-31,,3019832,Maps to,Mapped from,1970-01-01,2099-12-31,
Treponema pallidum (Syphilis) Ab|Blood|Chemistry,2000051808,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51748,1970-01-01,2099-12-31,,3019832,Maps to,Mapped from,1970-01-01,2099-12-31,
Treponema pallidum (syphilis) value|Blood|Chemistry,2000051809,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51749,1970-01-01,2099-12-31,,3015378,Maps to,Mapped from,1970-01-01,2099-12-31,
"UE3, Multiples of Median|Blood|Chemistry",2000051810,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51750,1970-01-01,2099-12-31,,3003262,Maps to,Mapped from,1970-01-01,2099-12-31,
Uncon Bil|Blood|Chemistry,2000051811,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51751,1970-01-01,2099-12-31,,3007359,Maps to,Mapped from,1970-01-01,2099-12-31,
VZV IgG Ab|Blood|Chemistry,2000051812,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51753,1970-01-01,2099-12-31,,3022386,Maps to,Mapped from,1970-01-01,2099-12-31,
VZV IgG Ab Value|Blood|Chemistry,2000051813,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51754,1970-01-01,2099-12-31,,3022575,Maps to,Mapped from,1970-01-01,2099-12-31,
White Blood Cells|Blood|Chemistry,2000051814,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51755,1970-01-01,2099-12-31,,3000905,Maps to,Mapped from,1970-01-01,2099-12-31,
White Blood Cells|Blood|Chemistry,2000051815,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51756,1970-01-01,2099-12-31,,3000905,Maps to,Mapped from,1970-01-01,2099-12-31,
Xylose|Blood|Chemistry,2000051816,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51758,1970-01-01,2099-12-31,,3019048,Maps to,Mapped from,1970-01-01,2099-12-31,
Zinc|Blood|Chemistry,2000051817,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51761,1970-01-01,2099-12-31,,3017394,Maps to,Mapped from,1970-01-01,2099-12-31,
RUBIgGV|Blood|Chemistry,2000051818,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51769,1970-01-01,2099-12-31,,3011564,Maps to,Mapped from,1970-01-01,2099-12-31,
MDRDgfr|Blood|Chemistry,2000051819,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51770,1970-01-01,2099-12-31,,46236952,Maps to,Mapped from,1970-01-01,2099-12-31,
RFXFRKL|Blood|Chemistry,2000051820,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51773,1970-01-01,2099-12-31,,3035795,Maps to,Mapped from,1970-01-01,2099-12-31,
RFXHCV|Blood|Chemistry,2000051821,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51774,1970-01-01,2099-12-31,,3052023,Maps to,Mapped from,1970-01-01,2099-12-31,
(Albumin)|Cerebrospinal Fluid|Chemistry,2000051822,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51775,1970-01-01,2099-12-31,,3024474,Maps to,Mapped from,1970-01-01,2099-12-31,
<Albumin>|Cerebrospinal Fluid|Chemistry,2000051823,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51776,1970-01-01,2099-12-31,,3024474,Maps to,Mapped from,1970-01-01,2099-12-31,
"Albumin, CSF|Cerebrospinal Fluid|Chemistry",2000051824,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51777,1970-01-01,2099-12-31,,3024474,Maps to,Mapped from,1970-01-01,2099-12-31,
Alpha-1|Cerebrospinal Fluid|Chemistry,2000051825,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51778,1970-01-01,2099-12-31,,3018149,Maps to,Mapped from,1970-01-01,2099-12-31,
Alpha-2|Cerebrospinal Fluid|Chemistry,2000051826,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51779,1970-01-01,2099-12-31,,3006757,Maps to,Mapped from,1970-01-01,2099-12-31,
"Amylase, CSF|Cerebrospinal Fluid|Chemistry",2000051827,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51780,1970-01-01,2099-12-31,,3007327,Maps to,Mapped from,1970-01-01,2099-12-31,
Beta|Cerebrospinal Fluid|Chemistry,2000051828,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51781,1970-01-01,2099-12-31,,3025229,Maps to,Mapped from,1970-01-01,2099-12-31,
"Bicarbonate, CSF|Cerebrospinal Fluid|Chemistry",2000051829,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51782,1970-01-01,2099-12-31,,3005805,Maps to,Mapped from,1970-01-01,2099-12-31,
"Bilirubin, Total, CSF|Cerebrospinal Fluid|Chemistry",2000051830,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51783,1970-01-01,2099-12-31,,3027110,Maps to,Mapped from,1970-01-01,2099-12-31,
"Chloride, CSF|Cerebrospinal Fluid|Chemistry",2000051831,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51784,1970-01-01,2099-12-31,,3036172,Maps to,Mapped from,1970-01-01,2099-12-31,
"Cholesterol, CSF|Cerebrospinal Fluid|Chemistry",2000051832,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51785,1970-01-01,2099-12-31,,3035660,Maps to,Mapped from,1970-01-01,2099-12-31,
Clostrid|Cerebrospinal Fluid|Chemistry,2000051833,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51786,1970-01-01,2099-12-31,,46236184,Maps to,Mapped from,1970-01-01,2099-12-31,
"Creatinine, CSF|Cerebrospinal Fluid|Chemistry",2000051834,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51787,1970-01-01,2099-12-31,,3024535,Maps to,Mapped from,1970-01-01,2099-12-31,
Cryptococ|Cerebrospinal Fluid|Chemistry,2000051835,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51788,1970-01-01,2099-12-31,,3001363,Maps to,Mapped from,1970-01-01,2099-12-31,
"Glucose, CSF|Cerebrospinal Fluid|Chemistry",2000051836,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51790,1970-01-01,2099-12-31,,3022548,Maps to,Mapped from,1970-01-01,2099-12-31,
HIV 1 Viral Load|Cerebrospinal Fluid|Chemistry,2000051837,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51791,1970-01-01,2099-12-31,,3026532,Maps to,Mapped from,1970-01-01,2099-12-31,
"Immunoelectrophoresis, CSF|Cerebrospinal Fluid|Chemistry",2000051838,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51792,1970-01-01,2099-12-31,,3041917,Maps to,Mapped from,1970-01-01,2099-12-31,
"Immunoglobulin G, CSF|Cerebrospinal Fluid|Chemistry",2000051839,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51793,1970-01-01,2099-12-31,,3007368,Maps to,Mapped from,1970-01-01,2099-12-31,
"Immunoglobulin G, CSF|Cerebrospinal Fluid|Chemistry",2000051840,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51794,1970-01-01,2099-12-31,,3007368,Maps to,Mapped from,1970-01-01,2099-12-31,
"Lactate Dehydrogenase, CSF|Cerebrospinal Fluid|Chemistry",2000051841,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51795,1970-01-01,2099-12-31,,3016920,Maps to,Mapped from,1970-01-01,2099-12-31,
"Osmolality, CSF|Cerebrospinal Fluid|Chemistry",2000051842,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51797,1970-01-01,2099-12-31,,3028160,Maps to,Mapped from,1970-01-01,2099-12-31,
"PEP, CSF|Cerebrospinal Fluid|Chemistry",2000051843,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51798,1970-01-01,2099-12-31,,3006670,Maps to,Mapped from,1970-01-01,2099-12-31,
"PEP, CSF, Gamma Region|Cerebrospinal Fluid|Chemistry",2000051844,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51799,1970-01-01,2099-12-31,,3022932,Maps to,Mapped from,1970-01-01,2099-12-31,
"Potassium, CSF|Cerebrospinal Fluid|Chemistry",2000051845,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51800,1970-01-01,2099-12-31,,3018062,Maps to,Mapped from,1970-01-01,2099-12-31,
"Sodium, CSF|Cerebrospinal Fluid|Chemistry",2000051846,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51801,1970-01-01,2099-12-31,,3003834,Maps to,Mapped from,1970-01-01,2099-12-31,
"Total Protein, CSF|Cerebrospinal Fluid|Chemistry",2000051847,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51802,1970-01-01,2099-12-31,,3019473,Maps to,Mapped from,1970-01-01,2099-12-31,
"Triglycerides, CSF|Cerebrospinal Fluid|Chemistry",2000051848,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51803,1970-01-01,2099-12-31,,3036816,Maps to,Mapped from,1970-01-01,2099-12-31,
"Urea Nitrogen, CSF|Cerebrospinal Fluid|Chemistry",2000051849,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51804,1970-01-01,2099-12-31,,3034450,Maps to,Mapped from,1970-01-01,2099-12-31,
"Uric Acid, CSF|Cerebrospinal Fluid|Chemistry",2000051850,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51805,1970-01-01,2099-12-31,,3007151,Maps to,Mapped from,1970-01-01,2099-12-31,
(Albumin)|Joint Fluid|Chemistry,2000051851,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51807,1970-01-01,2099-12-31,,3025380,Maps to,Mapped from,1970-01-01,2099-12-31,
Alpha-1|Joint Fluid|Chemistry,2000051852,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51808,1970-01-01,2099-12-31,,3026790,Maps to,Mapped from,1970-01-01,2099-12-31,
Alpha-2|Joint Fluid|Chemistry,2000051853,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51809,1970-01-01,2099-12-31,,3028168,Maps to,Mapped from,1970-01-01,2099-12-31,
Beta|Joint Fluid|Chemistry,2000051854,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51810,1970-01-01,2099-12-31,,3028778,Maps to,Mapped from,1970-01-01,2099-12-31,
"Bicarbonate,Joint Fluid|Joint Fluid|Chemistry",2000051855,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51811,1970-01-01,2099-12-31,,3014637,Maps to,Mapped from,1970-01-01,2099-12-31,
"Bilirubin, Total, Joint Fluid|Joint Fluid|Chemistry",2000051856,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51812,1970-01-01,2099-12-31,,3014687,Maps to,Mapped from,1970-01-01,2099-12-31,
"Chloride, Joint Fluid|Joint Fluid|Chemistry",2000051857,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51813,1970-01-01,2099-12-31,,3009024,Maps to,Mapped from,1970-01-01,2099-12-31,
"Cholesterol, Joint Fluid|Joint Fluid|Chemistry",2000051858,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51814,1970-01-01,2099-12-31,,3020324,Maps to,Mapped from,1970-01-01,2099-12-31,
Clostrid|Joint Fluid|Chemistry,2000051859,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51815,1970-01-01,2099-12-31,,1617096,Maps to,Mapped from,1970-01-01,2099-12-31,
Cryptococ|Joint Fluid|Chemistry,2000051860,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51816,1970-01-01,2099-12-31,,3024255,Maps to,Mapped from,1970-01-01,2099-12-31,
"IgG, Joint Fluid|Joint Fluid|Chemistry",2000051861,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51818,1970-01-01,2099-12-31,,3031064,Maps to,Mapped from,1970-01-01,2099-12-31,
"Immunoelectrophoresis, Joint Fluid|Joint Fluid|Chemistry",2000051862,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51819,1970-01-01,2099-12-31,,3000265,Maps to,Mapped from,1970-01-01,2099-12-31,
"Osmolality, Joint Fluid|Joint Fluid|Chemistry",2000051863,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51820,1970-01-01,2099-12-31,,3028160,Maps to,Mapped from,1970-01-01,2099-12-31,
"PEP, Joint Fluid, Gamma Region|Joint Fluid|Chemistry",2000051864,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51821,1970-01-01,2099-12-31,,3000516,Maps to,Mapped from,1970-01-01,2099-12-31,
"Potassium, Joint Fluid|Joint Fluid|Chemistry",2000051865,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51822,1970-01-01,2099-12-31,,3007485,Maps to,Mapped from,1970-01-01,2099-12-31,
"Sodium, Joint Fluid|Joint Fluid|Chemistry",2000051866,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51823,1970-01-01,2099-12-31,,3026681,Maps to,Mapped from,1970-01-01,2099-12-31,
"Triglycerides, Joint Fluid|Joint Fluid|Chemistry",2000051867,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51824,1970-01-01,2099-12-31,,3014110,Maps to,Mapped from,1970-01-01,2099-12-31,
"Urea Nitrogen, Joint Fluid|Joint Fluid|Chemistry",2000051868,mimiciv_meas_lab_loinc,Measurement,Lab Test,,51825,1970-01-01,2099-12-31,,3006710,Maps to,Mapped from,1970-01-01,2099-12-31,
