linksto,itemid,label,source_code,source_vocabulary_id,source_domain_id,source_concept_id,source_concept_name,target_vocabulary_id,target_domain_id,target_concept_id,target_concept_name,target_standard_concept
chartevents,228843,Pressure ulcer #1- Undermining present,Pressure ulcer #1- Undermining present,,,,,,,,,
chartevents,228844,Pressure ulcer #2- Undermining present,Pressure ulcer #2- Undermining present,,,,,,,,,
chartevents,228845,Pressure ulcer #3- Undermining present,Pressure ulcer #3- Undermining present,,,,,,,,,
chartevents,228846,Pressure ulcer #4- Undermining present,Pressure ulcer #4- Undermining present,,,,,,,,,
chartevents,228847,Pressure ulcer #5- Undermining present,Pressure ulcer #5- Undermining present,,,,,,,,,
chartevents,228848,Pressure ulcer #6- Undermining present,Pressure ulcer #6- Undermining present,,,,,,,,,
chartevents,228849,Pressure ulcer #7- Undermining present,Pressure ulcer #7- Undermining present,,,,,,,,,
chartevents,228850,Pressure ulcer #8- Undermining present,Pressure ulcer #8- Undermining present,,,,,,,,,
chartevents,228851,Pressure ulcer #9- Undermining present,Pressure ulcer #9- Undermining present,,,,,,,,,
chartevents,228852,Pressure ulcer #10- Undermining present,Pressure ulcer #10- Undermining present,,,,,,,,,
chartevents,228853,Impaired Skin #1- Type,Impaired Skin #1- Type,,,,,,,,,
chartevents,228854,Impaired Skin #2- Type,Impaired Skin #2- Type,,,,,,,,,
chartevents,228855,Impaired Skin #3- Type,Impaired Skin #3- Type,,,,,,,,,
chartevents,228856,Impaired Skin #4- Type,Impaired Skin #4- Type,,,,,,,,,
chartevents,228857,Impaired Skin #5- Type,Impaired Skin #5- Type,,,,,,,,,
chartevents,228858,Impaired Skin #6- Type,Impaired Skin #6- Type,,,,,,,,,
chartevents,228859,Impaired Skin #7- Type,Impaired Skin #7- Type,,,,,,,,,
chartevents,228860,Impaired Skin #8- Type,Impaired Skin #8- Type,,,,,,,,,
chartevents,228861,Impaired Skin #9- Type,Impaired Skin #9- Type,,,,,,,,,
chartevents,228862,Impaired Skin #10- Type,Impaired Skin #10- Type,,,,,,,,,
chartevents,228866,Plateau Pressure (IABP),Plateau Pressure (IABP),,,,,,,,,
chartevents,228867,Assist Device,Assist Device,,,,,,,,,
chartevents,228868,Assistance,Assistance,,,,,,,,,
chartevents,228869,HM II- Perc Lock fully engaged,HM II- Perc Lock fully engaged,,,,,,,,,
chartevents,228870,HM II- Sys Cont in Prim Mode,HM II- Sys Cont in Prim Mode,,,,,,,,,
chartevents,228871,HM II- Backup Cont in room with pt settings,HM II- Backup Cont in room with pt settings,,,,,,,,,
chartevents,228872,HM II- Mean BP,HM II- Mean BP,,,,,,,,,
chartevents,228873,HM II- Flow,HM II- Flow,,,,,,,,,
chartevents,228874,HM II- Speed (RPM),HM II- Speed (RPM),,,,,,,,,
chartevents,228875,HM II- PI,HM II- PI,,,,,,,,,
chartevents,228876,HM II- Power,HM II- Power,,,,,,,,,
chartevents,228878,PeCO2,PeCO2,,,,,,,,,
chartevents,228879,Education Readiness/Motivation,Education Readiness/Motivation,,,,,,,,,
chartevents,228880,Education Existing Knowledge,Education Existing Knowledge,,,,,,,,,
chartevents,228886,Pain NCP - Goal,Pain NCP - Goal,,,,,,,,,
chartevents,228888,Pain NCP - Expected outcomes,Pain NCP - Expected outcomes,,,,,,,,,
chartevents,228889,Pain NCP - Outcomes met,Pain NCP - Outcomes met,,,,,,,,,
chartevents,228890,Pain NCP - Interventions,Pain NCP - Interventions,,,,,,,,,
chartevents,228894,Impaired Fluid Balance NCP - Expected outcomes,Impaired Fluid Balance NCP - Expected outcomes,,,,,,,,,
chartevents,228895,Impaired Fluid Balance NCP - Goal,Impaired Fluid Balance NCP - Goal,,,,,,,,,
chartevents,228897,Impaired Fluid Balance NCP - Outcomes met,Impaired Fluid Balance NCP - Outcomes met,,,,,,,,,
chartevents,228898,Impaired Fluid Balance NCP - Interventions,Impaired Fluid Balance NCP - Interventions,,,,,,,,,
chartevents,228902,Altered Respiratory Status NCP - Expected outcomes,Altered Respiratory Status NCP - Expected outcomes,,,,,,,,,
chartevents,228903,Altered Respiratory Status NCP - Goal,Altered Respiratory Status NCP - Goal,,,,,,,,,
chartevents,228905,Altered Respiratory Status NCP - Interventions,Altered Respiratory Status NCP - Interventions,,,,,,,,,
chartevents,228907,Altered Respiratory Status NCP - outcomes met,Altered Respiratory Status NCP - outcomes met,,,,,,,,,
chartevents,228911,Altered Skin Integrity NCP - Expected outcomes,Altered Skin Integrity NCP - Expected outcomes,,,,,,,,,
chartevents,228912,Altered Skin Integrity NCP - Goal,Altered Skin Integrity NCP - Goal,,,,,,,,,
chartevents,228914,Altered Skin Integrity NCP - Interventions,Altered Skin Integrity NCP - Interventions,,,,,,,,,
chartevents,228916,Altered Skin Integrity NCP - outcomes met,Altered Skin Integrity NCP - outcomes met,,,,,,,,,
chartevents,228924,Impaired Tissue Perfusion NCP - Expected outcomes,Impaired Tissue Perfusion NCP - Expected outcomes,,,,,,,,,
chartevents,228926,Impaired Tissue Perfusion NCP - Goal,Impaired Tissue Perfusion NCP - Goal,,,,,,,,,
chartevents,228928,Impaired Tissue Perfusion NCP - Interventions,Impaired Tissue Perfusion NCP - Interventions,,,,,,,,,
chartevents,228930,Impaired Tissue Perfusion NCP - Outcomes met,Impaired Tissue Perfusion NCP - Outcomes met,,,,,,,,,
chartevents,228933,Post-op Care NCP - Expected outcomes,Post-op Care NCP - Expected outcomes,,,,,,,,,
chartevents,228935,Post-op Care NCP - Goal,Post-op Care NCP - Goal,,,,,,,,,
chartevents,228937,Post-op Care NCP - Interventions,Post-op Care NCP - Interventions,,,,,,,,,
chartevents,228939,Post-op Care NCP - Outcomes met,Post-op Care NCP - Outcomes met,,,,,,,,,
chartevents,228943,Infection NCP - Expected outcomes,Infection NCP - Expected outcomes,,,,,,,,,
chartevents,228945,Infection NCP - Goal,Infection NCP - Goal,,,,,,,,,
chartevents,228947,Infection NCP - Interventions,Infection NCP - Interventions,,,,,,,,,
chartevents,228949,Infection NCP - outcomes met,Infection NCP - outcomes met,,,,,,,,,
chartevents,228953,Coping/Knowledge Deficit  NCP - Expected outcomes,Coping/Knowledge Deficit  NCP - Expected outcomes,,,,,,,,,
chartevents,228955,Coping/Knowledge Deficit  NCP - Goal,Coping/Knowledge Deficit  NCP - Goal,,,,,,,,,
chartevents,228957,Coping/Knowledge Deficit  NCP - Interventions,Coping/Knowledge Deficit  NCP - Interventions,,,,,,,,,
chartevents,228959,Coping/Knowledge Deficit  NCP - outcomes met,Coping/Knowledge Deficit  NCP - outcomes met,,,,,,,,,
chartevents,228962,Nutrition  NCP - Expected outcomes,Nutrition  NCP - Expected outcomes,,,,,,,,,
chartevents,228964,Nutrition  NCP - Goal,Nutrition  NCP - Goal,,,,,,,,,
chartevents,228966,Nutrition  NCP - Interventions,Nutrition  NCP - Interventions,,,,,,,,,
chartevents,228968,Nutrition  NCP - outcomes met,Nutrition  NCP - outcomes met,,,,,,,,,
chartevents,228971,Nutrition NCP - Body needs,Nutrition NCP - Body needs,,,,,,,,,
chartevents,228973,Altered Mental Status  NCP - Expected outcomes,Altered Mental Status  NCP - Expected outcomes,,,,,,,,,
chartevents,228975,Altered Mental Status  NCP - Goal,Altered Mental Status  NCP - Goal,,,,,,,,,
chartevents,228977,Altered Mental Status  NCP - Interventions,Altered Mental Status  NCP - Interventions,,,,,,,,,
chartevents,228979,Altered Mental Status  NCP - outcomes met,Altered Mental Status  NCP - outcomes met,,,,,,,,,
chartevents,228983,Safety Restraints NCP - Expected outcomes,Safety Restraints NCP - Expected outcomes,,,,,,,,,
chartevents,228986,Safety Restraints NCP - Goal,Safety Restraints NCP - Goal,,,,,,,,,
chartevents,228988,Safety Restraints NCP - Interventions,Safety Restraints NCP - Interventions,,,,,,,,,
chartevents,228990,Safety Restraints NCP - Outcomes met,Safety Restraints NCP - Outcomes met,,,,,,,,,
chartevents,228993,Discharge NCP - Expected outcomes,Discharge NCP - Expected outcomes,,,,,,,,,
chartevents,228995,Discharge NCP - Goal,Discharge NCP - Goal,,,,,,,,,
chartevents,228997,Discharge NCP - Interventions,Discharge NCP - Interventions,,,,,,,,,
chartevents,228999,Discharge NCP - Outcomes met,Discharge NCP - Outcomes met,,,,,,,,,
chartevents,229001,Self harm NCP - Expected outcomes,Self harm NCP - Expected outcomes,,,,,,,,,
chartevents,229003,Self harm NCP - Interventions,Self harm NCP - Interventions,,,,,,,,,
chartevents,229005,Self harm NCP - Outcomes met,Self harm NCP - Outcomes met,,,,,,,,,
chartevents,229015,Incision #7- Location,Incision #7- Location,,,,,,,,,
chartevents,229016,Incision #8- Location,Incision #8- Location,,,,,,,,,
chartevents,229017,Incision #9- Location,Incision #9- Location,,,,,,,,,
chartevents,229018,Incision #10- Location,Incision #10- Location,,,,,,,,,
chartevents,229019,Incision #7- Cleanse,Incision #7- Cleanse,,,,,,,,,
chartevents,229020,Incision #8- Cleanse,Incision #8- Cleanse,,,,,,,,,
chartevents,229021,Incision #9- Cleanse,Incision #9- Cleanse,,,,,,,,,
chartevents,229022,Incision #10- Cleanse,Incision #10- Cleanse,,,,,,,,,
chartevents,229027,Constitutional,Constitutional,,,,,,,,,
chartevents,229028,Incision #7- Treatment,Incision #7- Treatment,,,,,,,,,
chartevents,229029,Incision #8- Treatment,Incision #8- Treatment,,,,,,,,,
chartevents,229030,Incision #9- Treatment,Incision #9- Treatment,,,,,,,,,
chartevents,229031,Incision #10- Treatment,Incision #10- Treatment,,,,,,,,,
chartevents,229032,HEENT,HEENT,,,,,,,,,
chartevents,229033,Incision Appearance #7,Incision Appearance #7,,,,,,,,,
chartevents,229034,Incision Appearance #8,Incision Appearance #8,,,,,,,,,
chartevents,229035,Incision Appearance #9,Incision Appearance #9,,,,,,,,,
chartevents,229036,Incision Appearance #10,Incision Appearance #10,,,,,,,,,
chartevents,229037,Incision #7- Dressing Status,Incision #7- Dressing Status,,,,,,,,,
chartevents,229038,Incision #8- Dressing Status,Incision #8- Dressing Status,,,,,,,,,
chartevents,229039,Incision #9- Dressing Status,Incision #9- Dressing Status,,,,,,,,,
chartevents,229040,Incision #10- Dressing Status,Incision #10- Dressing Status,,,,,,,,,
chartevents,229041,Incision Closure #7,Incision Closure #7,,,,,,,,,
chartevents,229042,Incision Closure #8,Incision Closure #8,,,,,,,,,
chartevents,229043,Incision Closure #9,Incision Closure #9,,,,,,,,,
chartevents,229044,Incision Closure #10,Incision Closure #10,,,,,,,,,
chartevents,229045,Incision Drainage #7,Incision Drainage #7,,,,,,,,,
chartevents,229046,Incision Drainage #8,Incision Drainage #8,,,,,,,,,
chartevents,229047,Incision Drainage #9,Incision Drainage #9,,,,,,,,,
chartevents,229048,Incision Drainage #10,Incision Drainage #10,,,,,,,,,
chartevents,229049,Incision Drainage Amount #7,Incision Drainage Amount #7,,,,,,,,,
chartevents,229050,Incision Drainage Amount #8,Incision Drainage Amount #8,,,,,,,,,
chartevents,229051,Incision Drainage Amount #9,Incision Drainage Amount #9,,,,,,,,,
chartevents,229052,Incision Drainage Amount #10,Incision Drainage Amount #10,,,,,,,,,
chartevents,229079,Pain Controlled,Pain Controlled,,,,,,,,,
chartevents,229082,Rounds included,Rounds included,,,,,,,,,
chartevents,229087,Critically ill,Critically ill,,,,,,,,,
chartevents,229088,Altered Mental Status  NCP - Plan revised,Altered Mental Status  NCP - Plan revised,,,,,,,,,
chartevents,229089,Altered Mental Status  NCP - Problem resolved,Altered Mental Status  NCP - Problem resolved,,,,,,,,,
chartevents,229090,Altered Respiratory Status NCP - Plan revised,Altered Respiratory Status NCP - Plan revised,,,,,,,,,
chartevents,229091,Altered Respiratory Status NCP - Problem resolved,Altered Respiratory Status NCP - Problem resolved,,,,,,,,,
chartevents,229092,Altered Skin Integrity NCP - Plan revised,Altered Skin Integrity NCP - Plan revised,,,,,,,,,
chartevents,229093,Altered Skin Integrity NCP - Problem resolved,Altered Skin Integrity NCP - Problem resolved,,,,,,,,,
chartevents,229094,Coping/Knowledge Deficit  NCP - Plan revised,Coping/Knowledge Deficit  NCP - Plan revised,,,,,,,,,
chartevents,229095,Coping/Knowledge Deficit  NCP - Problem resolved,Coping/Knowledge Deficit  NCP - Problem resolved,,,,,,,,,
chartevents,229096,Discharge NCP - Plan revised,Discharge NCP - Plan revised,,,,,,,,,
chartevents,229097,Discharge NCP - Problem resolved,Discharge NCP - Problem resolved,,,,,,,,,
chartevents,229098,Impaired Fluid Balance NCP - Plan revised,Impaired Fluid Balance NCP - Plan revised,,,,,,,,,
chartevents,229099,Impaired Fluid Balance NCP - Problem resolved,Impaired Fluid Balance NCP - Problem resolved,,,,,,,,,
chartevents,229100,Impaired Tissue Perfusion NCP - Plan revised,Impaired Tissue Perfusion NCP - Plan revised,,,,,,,,,
chartevents,229101,Impaired Tissue Perfusion NCP - Problem resolved,Impaired Tissue Perfusion NCP - Problem resolved,,,,,,,,,
chartevents,229102,Infection NCP - Plan revised,Infection NCP - Plan revised,,,,,,,,,
chartevents,229103,Infection NCP - Problem resolved,Infection NCP - Problem resolved,,,,,,,,,
chartevents,229104,Nutrition  NCP - Plan revised,Nutrition  NCP - Plan revised,,,,,,,,,
chartevents,229105,Nutrition  NCP - Problem resolved,Nutrition  NCP - Problem resolved,,,,,,,,,
chartevents,229106,Pain NCP - Plan revised,Pain NCP - Plan revised,,,,,,,,,
chartevents,229107,Pain NCP - Problem resolved,Pain NCP - Problem resolved,,,,,,,,,
chartevents,229108,Post-op Care NCP - Plan revised,Post-op Care NCP - Plan revised,,,,,,,,,
chartevents,229109,Post-op Care NCP - Problem resolved,Post-op Care NCP - Problem resolved,,,,,,,,,
chartevents,229110,Safety Restraints NCP - Plan revised,Safety Restraints NCP - Plan revised,,,,,,,,,
chartevents,229111,Safety Restraints NCP - Problem resolved,Safety Restraints NCP - Problem resolved,,,,,,,,,
chartevents,229112,Self harm NCP - Plan revised,Self harm NCP - Plan revised,,,,,,,,,
chartevents,229113,Self harm NCP - Problem resolved,Self harm NCP - Problem resolved,,,,,,,,,
chartevents,229115,Sensory disturbance NCP - Problem resolved,Sensory disturbance NCP - Problem resolved,,,,,,,,,
chartevents,229116,Sensory disturbance NCP - Plan revised,Sensory disturbance NCP - Plan revised,,,,,,,,,
chartevents,229118,Sensory disturbance NCP - Interventions,Sensory disturbance NCP - Interventions,,,,,,,,,
chartevents,229120,Sensory disturbance NCP - Expected outcomes,Sensory disturbance NCP - Expected outcomes,,,,,,,,,
chartevents,229122,Elimination NCP - Problem resolved,Elimination NCP - Problem resolved,,,,,,,,,
chartevents,229123,Elimination NCP - Plan revised,Elimination NCP - Plan revised,,,,,,,,,
chartevents,229124,Altered Sensory Perception NCP - Expected Outcomes,Altered Sensory Perception NCP - Expected Outcomes,,,,,,,,,
chartevents,229126,Altered Sensory Perception NCP - Interventions,Altered Sensory Perception NCP - Interventions,,,,,,,,,
chartevents,229128,Altered Sensory Perception NCP - Plan revised,Altered Sensory Perception NCP - Plan revised,,,,,,,,,
chartevents,229129,Altered Sensory Perception NCP - Problem resolved,Altered Sensory Perception NCP - Problem resolved,,,,,,,,,
chartevents,229133,Elimination NCP - Expected outcomes,Elimination NCP - Expected outcomes,,,,,,,,,
chartevents,229134,Elimination NCP - Interventions,Elimination NCP - Interventions,,,,,,,,,
chartevents,229136,Substance withdrawal NCP - Expected outcomes,Substance withdrawal NCP - Expected outcomes,,,,,,,,,
chartevents,229138,Substance withdrawal NCP - Interventions,Substance withdrawal NCP - Interventions,,,,,,,,,
chartevents,229140,Substance withdrawal NCP - Plan revised,Substance withdrawal NCP - Plan revised,,,,,,,,,
chartevents,229141,Substance withdrawal NCP - Problem resolved,Substance withdrawal NCP - Problem resolved,,,,,,,,,
chartevents,229143,Metabolic disturbance NCP - Expected outcomes,Metabolic disturbance NCP - Expected outcomes,,,,,,,,,
chartevents,229145,Metabolic disturbance NCP - Interventions,Metabolic disturbance NCP - Interventions,,,,,,,,,
chartevents,229147,Metabolic disturbance NCP - Plan revised,Metabolic disturbance NCP - Plan revised,,,,,,,,,
chartevents,229148,Metabolic disturbance NCP - Problem resolved,Metabolic disturbance NCP - Problem resolved,,,,,,,,,
chartevents,229150,Palliative Care NCP - Expected outcomes,Palliative Care NCP - Expected outcomes,,,,,,,,,
chartevents,229152,Palliative Care NCP - Interventions,Palliative Care NCP - Interventions,,,,,,,,,
chartevents,229154,Palliative Care NCP - Plan revised,Palliative Care NCP - Plan revised,,,,,,,,,
chartevents,229155,Palliative Care NCP - Problem resolved,Palliative Care NCP - Problem resolved,,,,,,,,,
chartevents,229160,Timespent,Timespent,,,,,,,,,
chartevents,229162,Specrecbyhand (Bronch),Specrecbyhand (Bronch),,,,,,,,,
chartevents,229163,Specreclabeled (Bronch),Specreclabeled (Bronch),,,,,,,,,
chartevents,229164,SpecrecPOE (Bronch),SpecrecPOE (Bronch),,,,,,,,,
chartevents,229166,Specrectolabby (Bronch),Specrectolabby (Bronch),,,,,,,,,
chartevents,229167,Specrectolabbyother (Bronch)_OLD_1,Specrectolabbyother (Bronch)_OLD_1,,,,,,,,,
chartevents,229168,Specrecbyhand (MBAL),Specrecbyhand (MBAL),,,,,,,,,
chartevents,229169,Specreclabeled (MBAL),Specreclabeled (MBAL),,,,,,,,,
chartevents,229170,SpecrecPOE (MBAL),SpecrecPOE (MBAL),,,,,,,,,
chartevents,229172,Specrectolabby (MBAL),Specrectolabby (MBAL),,,,,,,,,
chartevents,229173,Specrectolabbyother (MBAL)old,Specrectolabbyother (MBAL)old,,,,,,,,,
chartevents,229174,Specrecbyhand (PACEN),Specrecbyhand (PACEN),,,,,,,,,
chartevents,229175,Specreclabeled (PACEN),Specreclabeled (PACEN),,,,,,,,,
chartevents,229176,SpecrecPOE (PACEN),SpecrecPOE (PACEN),,,,,,,,,
chartevents,229178,Specrectolabby (PACEN),Specrectolabby (PACEN),,,,,,,,,
chartevents,229179,Specrectolabbyother (PACEN)_OLD_1,Specrectolabbyother (PACEN)_OLD_1,,,,,,,,,
chartevents,229180,Specrecbyhand (THCEN),Specrecbyhand (THCEN),,,,,,,,,
chartevents,229181,Specreclabeled (THCEN),Specreclabeled (THCEN),,,,,,,,,
chartevents,229182,SpecrecPOE (THCEN),SpecrecPOE (THCEN),,,,,,,,,
chartevents,229184,Specrectolabby (THCEN),Specrectolabby (THCEN),,,,,,,,,
chartevents,229185,Specrectolabbyother (THCEN)_OLD_1,Specrectolabbyother (THCEN)_OLD_1,,,,,,,,,
chartevents,229186,Specrecbyhand (LP),Specrecbyhand (LP),,,,,,,,,
chartevents,229187,Specreclabeled (LP),Specreclabeled (LP),,,,,,,,,
chartevents,229188,SpecrecPOE (LP),SpecrecPOE (LP),,,,,,,,,
chartevents,229190,Specrectolabby (LP),Specrectolabby (LP),,,,,,,,,
chartevents,229191,Specrectolabbyother (LP)_OLD_1,Specrectolabbyother (LP)_OLD_1,,,,,,,,,
chartevents,229192,Specrecbyhand (Gen Proc),Specrecbyhand (Gen Proc),,,,,,,,,
chartevents,229193,Specreclabeled (Gen Proc),Specreclabeled (Gen Proc),,,,,,,,,
chartevents,229194,SpecrecPOE (Gen Proc),SpecrecPOE (Gen Proc),,,,,,,,,
chartevents,229196,Specrectolabby (Gen Proc),Specrectolabby (Gen Proc),,,,,,,,,
chartevents,229197,Specrectolabbyother (Gen Proc)old,Specrectolabbyother (Gen Proc)old,,,,,,,,,
chartevents,229235,Brain Tissue Oxygenation,Brain Tissue Oxygenation,,,,,,,,,
chartevents,229236,Cerebral Temperature (C),Cerebral Temperature (C),,,,,,,,,
chartevents,229238,FiO2 Challenge,FiO2 Challenge,,,,,,,,,
chartevents,229239,FiO2 Challenge Result,FiO2 Challenge Result,,,,,,,,,
chartevents,229240,P1 Alarm - High,P1 Alarm - High,,,,,,,,,
chartevents,229241,P1 Alarm - Low,P1 Alarm - Low,,,,,,,,,
chartevents,229243,Neuro Mon Line Type,Neuro Mon Line Type,,,,,,,,,
chartevents,229244,Humidifier Water Changed,Humidifier Water Changed,,,,,,,,,
chartevents,229245,Humidifier Water % Fill Level,Humidifier Water % Fill Level,,,,,,,,,
chartevents,229247,Trans Membrane Pressure,Trans Membrane Pressure,,,,,,,,,
chartevents,229248,Pressure Drop,Pressure Drop,,,,,,,,,
chartevents,229250,Cannula sites visually inspected (LVAD),Cannula sites visually inspected (LVAD),,,,,,,,,
chartevents,229251,Cannula sites visually inspected (RVAD),Cannula sites visually inspected (RVAD),,,,,,,,,
chartevents,229252,Emergency Equipment at bedside (LVAD),Emergency Equipment at bedside (LVAD),,,,,,,,,
chartevents,229253,Emergency Equipment at bedside (RVAD),Emergency Equipment at bedside (RVAD),,,,,,,,,
chartevents,229254,Flow (LVAD),Flow (LVAD),,,,,,,,,
chartevents,229255,Flow (RVAD),Flow (RVAD),,,,,,,,,
chartevents,229256,Flow Alarm (Hi) (LVAD),Flow Alarm (Hi) (LVAD),,,,,,,,,
chartevents,229257,Flow Alarm (Hi) (RVAD),Flow Alarm (Hi) (RVAD),,,,,,,,,
chartevents,229258,Flow Alarm (Lo) (LVAD),Flow Alarm (Lo) (LVAD),,,,,,,,,
chartevents,229259,Flow Alarm (Lo) (RVAD),Flow Alarm (Lo) (RVAD),,,,,,,,,
chartevents,229260,Flow Sensor repositioned (LVAD),Flow Sensor repositioned (LVAD),,,,,,,,,
chartevents,229261,Flow Sensor repositioned (RVAD),Flow Sensor repositioned (RVAD),,,,,,,,,
chartevents,229262,Speed (LVAD),Speed (LVAD),,,,,,,,,
chartevents,229263,Speed (RVAD),Speed (RVAD),,,,,,,,,
chartevents,229264,Suction events (LVAD),Suction events (LVAD),,,,,,,,,
chartevents,229265,Suction events (RVAD),Suction events (RVAD),,,,,,,,,
chartevents,229266,Cannula sites visually inspected (ECMO),Cannula sites visually inspected (ECMO),,,,,,,,,
chartevents,229267,Emergency Equipment at bedside (ECMO),Emergency Equipment at bedside (ECMO),,,,,,,,,
chartevents,229268,Circuit Configuration (ECMO),Circuit Configuration (ECMO),,,,,,,,,
chartevents,229269,Circuit inspected for clot (ECMO),Circuit inspected for clot (ECMO),,,,,,,,,
chartevents,229270,Flow (ECMO),Flow (ECMO),,,,,,,,,
chartevents,229271,Flow Alarm (Hi) (ECMO),Flow Alarm (Hi) (ECMO),,,,,,,,,
chartevents,229272,Flow Alarm (Lo) (ECMO),Flow Alarm (Lo) (ECMO),,,,,,,,,
chartevents,229273,Flow Sensor repositioned (ECMO),Flow Sensor repositioned (ECMO),,,,,,,,,
chartevents,229274,Oxygenator visible (ECMO),Oxygenator visible (ECMO),,,,,,,,,
chartevents,229275,Pump plugged into RED outlet (ECMO),Pump plugged into RED outlet (ECMO),,,,,,,,,
chartevents,229276,Suction events (ECMO),Suction events (ECMO),,,,,,,,,
chartevents,229277,Speed (ECMO),Speed (ECMO),,,,,,,,,
chartevents,229278,Sweep (ECMO),Sweep (ECMO),,,,,,,,,
chartevents,229280,FiO2 (ECMO),FiO2 (ECMO),,,,,,,,,
chartevents,229286,Prophylaxisold,Prophylaxisold,,,,,,,,,
chartevents,229288,Nutrition,Nutrition,,,,,,,,,
chartevents,229291,Prophylaxis,Prophylaxis,,,,,,,,,
chartevents,229292,GI Prophy,GI Prophy,,,,,,,,,
chartevents,229293,Pain Control,Pain Control,,,,,,,,,
chartevents,229300,GI #1 Tube Mark (CM),GI #1 Tube Mark (CM),,,,,,,,,
chartevents,229301,GI #2 Tube Mark (CM),GI #2 Tube Mark (CM),,,,,,,,,
chartevents,229302,GI #3 Tube Mark (CM),GI #3 Tube Mark (CM),,,,,,,,,
chartevents,229303,Speed (RPM) (HeartWare),Speed (RPM) (HeartWare),,,,,,,,,
chartevents,229304,Flow (L/min) (HeartWare),Flow (L/min) (HeartWare),,,,,,,,,
chartevents,229305,Power (Watts) (HeartWare),Power (Watts) (HeartWare),,,,,,,,,
chartevents,229306,HCT (HeartWare),HCT (HeartWare),,,,,,,,,
chartevents,229307,Low Flow Alarm (HeartWare),Low Flow Alarm (HeartWare),,,,,,,,,
chartevents,229308,High Power Alarm (HeartWare),High Power Alarm (HeartWare),,,,,,,,,
chartevents,229309,Backup Controller (HeartWare),Backup Controller (HeartWare),,,,,,,,,
chartevents,229311,Motor Current (mA) High,Motor Current (mA) High,,,,,,,,,
chartevents,229312,Motor Current (mA) Low,Motor Current (mA) Low,,,,,,,,,
chartevents,229314,Ventilator Mode (Hamilton),Ventilator Mode (Hamilton),,,,,,,,,
chartevents,229316,TOF Twitch,TOF Twitch,,,,,,,,,
chartevents,229317,StO2,StO2,,,,,,,,,
chartevents,229319,Activity / Mobility (JH-HLM),Activity / Mobility (JH-HLM),,,,,,,,,
chartevents,229321,Activity / Mobility (JH-HLM),Activity / Mobility (JH-HLM),,,,,,,,,
chartevents,229322,Breathing pattern/effort,Breathing pattern/effort,,,,,,,,,
chartevents,229323,Current Dyspnea Assessment,Current Dyspnea Assessment,,,,,,,,,
chartevents,229324,CAM-ICU Disorganized thinking,CAM-ICU Disorganized thinking,,,,,,,,,
chartevents,229325,CAM-ICU Inattention,CAM-ICU Inattention,,,,,,,,,
chartevents,229326,CAM-ICU MS Change,CAM-ICU MS Change,,,,,,,,,
chartevents,229327,Activity Intolerance  NCP - Expected outcomes,Activity Intolerance  NCP - Expected outcomes,,,,,,,,,
chartevents,229330,Activity Intolerance  NCP - Interventions,Activity Intolerance  NCP - Interventions,,,,,,,,,
chartevents,229332,Activity Intolerance  NCP - outcomes met,Activity Intolerance  NCP - outcomes met,,,,,,,,,
chartevents,229333,Activity Intolerance NCP - Plan revised,Activity Intolerance NCP - Plan revised,,,,,,,,,
chartevents,229334,Activity Intolerance  NCP - Problem resolved,Activity Intolerance  NCP - Problem resolved,,,,,,,,,
chartevents,229335,Activity Intolerance NCP - Goal,Activity Intolerance NCP - Goal,,,,,,,,,
chartevents,229337,Domestic Violence NCP - Expected outcomes,Domestic Violence NCP - Expected outcomes,,,,,,,,,
chartevents,229339,Domestic Violence NCP - Interventions,Domestic Violence NCP - Interventions,,,,,,,,,
chartevents,229341,Domestic Violence NCP - outcomes met,Domestic Violence NCP - outcomes met,,,,,,,,,
chartevents,229342,Domestic Violence NCP - Problem resolved,Domestic Violence NCP - Problem resolved,,,,,,,,,
chartevents,229343,Domestic Violence NCP - Plan revised,Domestic Violence NCP - Plan revised,,,,,,,,,
chartevents,229344,Impaired Mobility NCP - Expected outcomes,Impaired Mobility NCP - Expected outcomes,,,,,,,,,
chartevents,229347,Impaired Mobility  NCP - Interventions,Impaired Mobility  NCP - Interventions,,,,,,,,,
chartevents,229349,Impaired Mobility NCP - Problem resolved,Impaired Mobility NCP - Problem resolved,,,,,,,,,
chartevents,229350,Impaired Mobility NCP - Plan revised,Impaired Mobility NCP - Plan revised,,,,,,,,,
chartevents,229354,Foley Cath Insertion Location,Foley Cath Insertion Location,,,,,,,,,
chartevents,229355,Absolute Neutrophil Count,Absolute Neutrophil Count,,,,,,,,,
chartevents,229356,Differential - Immature Granulocytes,Differential - Immature Granulocytes,,,,,,,,,
chartevents,229357,Absolute Count - Neuts,Absolute Count - Neuts,,,,,,,,,
chartevents,229358,Absolute Count - Lymphs,Absolute Count - Lymphs,,,,,,,,,
chartevents,229359,Absolute Count - Monos,Absolute Count - Monos,,,,,,,,,
chartevents,229360,Absolute Count - Eos,Absolute Count - Eos,,,,,,,,,
chartevents,229361,Absolute Count - Basos,Absolute Count - Basos,,,,,,,,,
chartevents,229362,Absolute Count - Retic,Absolute Count - Retic,,,,,,,,,
chartevents,229363,P1 (ECMO),P1 (ECMO),,,,,,,,,
chartevents,229364,P2 (ECMO),P2 (ECMO),,,,,,,,,
chartevents,229365,P1 - P2 (ECMO),P1 - P2 (ECMO),,,,,,,,,
chartevents,229369,Acuity Workload Question 1,Acuity Workload Question 1,,,,,,,,,
